,date,stock_fb,stock_return_fb,log_stock_return_fb,actual_stock_return_fb,stock_ndaq,stock_return_ndaq,log_stock_return_ndaq,actual_stock_return_ndaq,expected_return_fb,abnormal_return_fb
28,2017-03-31,142.05,-0.002527912365704552,-0.002531112931139362,-1.3599999999999852,67.1082,0.0008635308119427299,0.0008631581837129693,-0.9420999999999964,-0.291005601802283,-1.0689943981977021
29,2017-04-03,142.28,0.0016191481872579357,0.0016178387800573353,-0.7700000000000102,66.5865,-0.007774012713796461,-0.007804387877650251,-1.5216999999999956,-0.47115541002783273,-0.2988445899721775
30,2017-04-04,141.73,-0.003865617093056026,-0.0038731079014404837,-1.5500000000000114,66.3159,-0.004063886823905773,-0.00407216685231029,-1.2706000000000017,-0.39310914217856685,-1.1568908578214445
31,2017-04-05,141.85,0.0008466803076272105,0.0008463220760464065,-0.8799999999999955,66.7604,0.006702766606500175,0.006680402943067416,-0.555499999999995,-0.17084356615701407,-0.7091564338429814
32,2017-04-06,141.17,-0.0047937962636588425,-0.004805323358752138,-1.6800000000000068,66.799,0.0005781870689810487,0.0005780199832390128,-0.9613999999999976,-0.2970043790603115,-1.3829956209396954
33,2017-04-07,140.78,-0.0027626266203866715,-0.002766449716122565,-1.3899999999999864,66.886,0.0013024147068068247,0.0013015673004757324,-0.9130000000000109,-0.2819608132940689,-1.1080391867059174
34,2017-04-10,141.04,0.0018468532461996796,0.0018451499096292074,-0.7400000000000091,67.0213,0.002022844840474851,0.002020801644765187,-0.8646999999999991,-0.2669483292752694,-0.4730516707247397
35,2017-04-11,139.92,-0.007941009642654599,-0.007972707379268243,-2.1200000000000045,66.6734,-0.005190887076198099,-0.005204406536137916,-1.3478999999999957,-0.4171353329581285,-1.7028646670418761
36,2017-04-12,139.58,-0.00242995997712961,-0.002432917121340845,-1.339999999999975,66.3642,-0.004637531609307522,-0.004648318321085911,-1.3092000000000041,-0.4051066966946239,-0.934893303305351
37,2017-04-13,139.39,-0.0013612265367533038,-0.001362153847210745,-1.1900000000000261,65.8134,-0.008299655537172079,-0.0083342894443199,-1.5507999999999953,-0.4802001985360512,-0.7097998014639749
38,2017-04-17,141.42,0.014563455054164584,0.01445842643429983,1.0300000000000011,66.7507,0.014241780549249747,0.014141319102393022,-0.06270000000000664,-0.01767271471886895,1.04767271471887
39,2017-04-18,140.96,-0.0032527223872152425,-0.0032580239882251715,-1.4599999999999795,66.77,0.0002891355446459918,0.0002890937530197822,-0.9806999999999988,-0.30300315631834007,-1.1569968436816396
40,2017-04-19,142.27,0.0092934165720772,0.009250498475206337,0.3100000000000023,66.8377,0.0010139284109630387,0.001013414732744508,-0.9322999999999979,-0.287959590552093,0.5979595905520954
41,2017-04-20,143.8,0.01075419976101779,0.01069678462387078,0.5300000000000011,67.7557,0.013734763464332351,0.013641296459647966,-0.08199999999999363,-0.023671491976893055,0.5536714919768941
42,2017-04-21,143.68,-0.0008344923504868188,-0.0008348407330568807,-1.1200000000000045,67.5527,-0.0029960578962360796,-0.0030005550624546667,-1.203000000000003,-0.3720978809017433,-0.7479021190982613
43,2017-04-24,145.47,0.012458240534521102,0.012381275231481019,0.789999999999992,68.0745,0.007724339663699584,0.007694659692885157,-0.47820000000000107,-0.14681737537745243,0.9368173753774445
44,2017-04-25,146.49,0.00701175500103121,0.006987286956307968,0.020000000000010232,68.1518,0.0011355206428250509,0.0011348764268940257,-0.9227000000000061,-0.28497574279680693,0.30497574279681716
45,2017-04-26,146.56,0.0004778483172912361,0.00047773418414141333,-0.9300000000000068,67.1952,-0.01403631305409387,-0.014135753712960877,-1.9565999999999946,-0.6063299296918967,-0.3236700703081101
46,2017-04-27,147.7,0.00777838427947589,0.007748288611513857,0.13999999999998636,66.3545,-0.012511310331690333,-0.012590235772897812,-1.8406999999999982,-0.570306184396278,0.7103061843962644
47,2017-04-28,150.25,0.017264725795531562,0.01711738387798298,1.5500000000000114,66.5478,0.002913140781710262,0.0029089058098225287,-0.8067000000000064,-0.24892091575373632,1.7989209157537478
48,2017-05-01,152.46,0.014708818635607374,0.014601693144810902,1.210000000000008,66.1323,-0.006243632396562989,-0.006263205382866951,-1.4154999999999944,-0.43814659423495206,1.64814659423496
49,2017-05-02,152.78,0.0020989111898202357,0.0020967115530858395,-0.6800000000000068,66.055,-0.0011688690700307402,-0.001169552730273679,-1.077299999999994,-0.3330281243559302,-0.3469718756440766
50,2017-05-03,151.8,-0.006414452153423156,-0.006435113151684045,-1.9799999999999898,65.5235,-0.008046325032170286,-0.008078871408818217,-1.5315000000000083,-0.4742014212780271,-1.5057985787219628
51,2017-05-04,150.85,-0.006258234519104196,-0.006277899356459602,-1.950000000000017,65.6685,0.0022129465001105865,0.002210501540383419,-0.855000000000004,-0.2639333997725314,-1.6860666002274858
52,2017-05-05,150.24,-0.004043752071594201,-0.004051950145117265,-1.6099999999999852,65.6202,-0.0007355124603119847,-0.0007357830823070111,-1.0482999999999976,-0.32401441759516364,-1.2859855824048216
53,2017-05-08,151.06,0.0054579339723109235,0.005443093425349029,-0.18000000000000682,64.7698,-0.01295942407978021,-0.013044130038830358,-1.8503999999999934,-0.5733211138990161,0.39332111389900926
54,2017-05-09,150.48,-0.0038395339600159704,-0.003846923892527089,-1.5800000000000125,64.4993,-0.004176329091644538,-0.00418507431108791,-1.2704999999999984,-0.39307806043111493,-1.1869219395688977
55,2017-05-10,150.29,-0.0012626262626262476,-0.0012634240467720174,-1.1899999999999977,64.4993,0.0,0.0,-1.0,-0.30900193357636857,-0.8809980664236292
56,2017-05-11,150.04,-0.0016634506620533636,-0.001664835732316329,-1.25,64.9341,0.006741158431176704,0.006718538422485249,-0.5652000000000044,-0.17385849565975653,-1.0761415043402436
57,2017-05-12,150.33,0.0019328179152227438,0.001930952426056486,-0.7099999999999795,65.2723,0.005208357396190915,0.005194840815283331,-0.6617999999999995,-0.20388346369734667,-0.5061165363026329
58,2017-05-15,150.19,-0.0009312845074171142,-0.0009317184222536567,-1.1400000000000148,65.4849,0.0032571243850759786,0.003251831445507029,-0.7874000000000052,-0.24292213849570776,-0.897077861504307
59,2017-05-16,149.78,-0.0027298754910446543,-0.0027336083962683213,-1.4099999999999966,65.0984,-0.0059021240011055695,-0.005919610373407539,-1.386499999999998,-0.42913288747418554,-0.980867112525811
60,2017-05-17,144.85,-0.032914941914808434,-0.03346882660586172,-5.930000000000007,64.48,-0.009499465424649363,-0.009544873141152498,-1.618399999999994,-0.5012114598128748,-5.428788540187132
61,2017-05-18,147.66,0.019399378667587175,0.019213609415660162,1.8100000000000023,64.4896,0.0001488833746896997,0.0001488722926599669,-0.9904000000000082,-0.3060180858210825,2.116018085821085
62,2017-05-19,148.06,0.002708925910876376,0.002705263383932803,-0.5999999999999943,65.166,0.01048851287649483,0.010433890034921078,-0.323599999999999,-0.09876499381832479,-0.5012350061816695
63,2017-05-22,148.24,0.0012157233553965069,0.0012149849621520264,-0.8199999999999932,65.6202,0.006969892275112792,0.006945714853621643,-0.5457999999999998,-0.16782863665427605,-0.6521713633457171
64,2017-05-23,148.07,-0.0011467889908257955,-0.0011474470564769093,-1.170000000000016,65.6395,0.0002941167506347315,0.00029407350678218317,-0.9806999999999988,-0.30300315631834007,-0.8669968436816758
65,2017-05-24,150.04,0.013304518133315317,0.013216790293059099,0.9699999999999989,65.3883,-0.0038269639470135696,-0.0038343055101233005,-1.2511999999999972,-0.3870792831730864,1.3570792831730851
66,2017-05-25,151.96,0.012796587576646335,0.012715403105738265,0.9200000000000159,65.8907,0.0076833317275413855,0.007653965259946231,-0.4976000000000056,-0.1528472343829329,1.072847234382949
67,2017-05-26,152.13,0.0011187154514345056,0.001118090155612469,-0.8300000000000125,65.3013,-0.008945116685662738,-0.008985364435573552,-1.5893999999999977,-0.4921977530521083,-0.33780224694790423
68,2017-05-30,152.38,0.0016433313613356997,0.0016419825698262664,-0.75,65.1467,-0.002367487324142124,-0.0023702942533785553,-1.154600000000002,-0.35705431513549624,-0.39294568486450376
69,2017-05-31,151.46,-0.006037537734610759,-0.006055837359186924,-1.9199999999999875,65.3689,0.0034107637071409736,0.0034049602450227263,-0.7777999999999992,-0.23993829074041728,-1.6800617092595702
70,2017-06-01,151.53,0.00046216822923539667,0.0004620614623942308,-0.9300000000000068,65.5815,0.0032523111143067883,0.003247033789753071,-0.787399999999991,-0.24292213849570338,-0.6870778615043034
71,2017-06-02,153.61,0.013726654787830875,0.013633297612983456,1.0800000000000125,65.224,-0.0054512324359766344,-0.00546614462139489,-1.3575000000000017,-0.42011918071341897,1.5001191807134315
72,2017-06-05,153.63,0.00013019985678003912,0.00013019138151426933,-0.9800000000000182,65.5815,0.005481111247393623,0.005466144621394818,-0.6424999999999983,-0.19788468643931817,-0.7821153135607
73,2017-06-06,152.81,-0.0053374991863567875,-0.005351794525402806,-1.8199999999999932,65.9584,0.005747047566767945,0.005730596289654161,-0.623100000000008,-0.19185482743384208,-1.628145172566151
74,2017-06-07,153.12,0.0020286630456122132,0.0020266080874782135,-0.6899999999999977,67.2532,0.019630555016495386,0.019440360721347045,0.2948000000000093,0.09344453241818587,-0.7834445324181836
75,2017-06-08,154.71,0.010384012539184974,0.010330469026333158,0.5900000000000034,67.8426,0.008763895249594037,0.008725715227938108,-0.4106000000000023,-0.12580611410062886,0.7158061141006322
76,2017-06-09,149.6,-0.03302953913774167,-0.03358733119060047,-6.110000000000014,68.1615,0.004700586357244552,0.0046895731002186926,-0.6811000000000007,-0.20988224095537522,-5.9001177590446385
77,2017-06-12,148.44,-0.0077540106951871435,-0.007784229347979969,-2.1599999999999966,68.0262,-0.0019849915274752,-0.001986964234126905,-1.1353000000000009,-0.35105553787746774,-1.8089444621225288
78,2017-06-13,150.68,0.015090272163837301,0.014977546631443529,1.240000000000009,69.0795,0.01548374008837761,0.015365090180302876,0.05329999999999302,0.01838211232420167,1.2216178876758075
79,2017-06-14,150.25,-0.002853729758428503,-0.0028578094085233595,-1.4300000000000068,69.0211,-0.0008454027605873203,-0.0008457603150336622,-1.0583999999999918,-0.32715367408770507,-1.1028463259123018
80,2017-06-15,149.8,-0.0029950083194674785,-0.0029995023321978316,-1.4499999999999886,68.924,-0.0014068161765025118,-0.0014078066714516134,-1.0970999999999975,-0.3391823103512141,-1.1108176896487745
81,2017-06-16,150.64,0.005607476635513851,0.005591813265777713,-0.160000000000025,69.128,0.002959781788636665,0.0029554102582449717,-0.7960000000000065,-0.24559516877648757,0.08559516877646256
82,2017-06-19,152.87,0.014803505045140854,0.014695002664045994,1.2300000000000182,69.1086,-0.0002806388149520386,-0.00028067820139330516,-1.0194000000000045,-0.31503179258184905,1.5450317925818673
83,2017-06-20,152.25,-0.004055733629881628,-0.00406398042293641,-1.6200000000000045,68.2634,-0.012230026364301858,-0.012305428547884223,-1.8451999999999913,-0.5717048630315674,-1.048295136968437
84,2017-06-21,153.91,0.010903119868637087,0.010844109401856279,0.6599999999999966,67.768,-0.0072571832050557636,-0.007283644660570721,-1.4954000000000036,-0.46298091044824247,1.1229809104482391
85,2017-06-22,153.4,-0.00331362484568898,-0.003319127058706798,-1.509999999999991,67.5445,-0.0032980167630740375,-0.0033034672074294174,-1.2235000000000014,-0.37846963912918197,-1.131530360870809
86,2017-06-23,155.07,0.0108865710560625,0.010827738942901854,0.6699999999999875,67.8651,0.004746500455255408,0.0047352713406154925,-0.6794000000000011,-0.20935385124870964,0.8793538512486971
87,2017-06-26,153.59,-0.00954407686851093,-0.009589913448520648,-2.4799999999999898,68.2926,0.006299261328724114,0.0062795039100998415,-0.5725000000000051,-0.17612746322367412,-2.3038725367763155
88,2017-06-27,150.58,-0.019597630054039916,-0.019792210005560588,-4.009999999999991,68.6617,0.005404685134260566,0.005390132235900541,-0.6308999999999969,-0.19427920373501067,-3.8157207962649804
89,2017-06-28,153.24,0.017665028556249147,0.017510815410472017,1.6599999999999966,69.5846,0.013441263470027665,0.013351731081549686,-0.0771000000000015,-0.02214848635180027,1.6821484863517968
90,2017-06-29,151.04,-0.014356564865570458,-0.014460617435257795,-3.200000000000017,69.4972,-0.0012560250400230535,-0.0012568145005977438,-1.0873999999999882,-0.33616738084847164,-2.8638326191515455
91,2017-06-30,150.98,-0.0003972457627118795,-0.0003973246857117352,-1.0600000000000023,69.4486,-0.0006993087491295695,-0.0006995533795476823,-1.0486000000000075,-0.3241076628375195,-0.7358923371624828
92,2017-07-03,148.43,-0.01688965425884212,-0.01703391107480512,-3.549999999999983,69.604,0.002237626100454152,0.0022351263434912433,-0.8445999999999998,-0.2607008980376341,-3.289299101962349
93,2017-07-05,150.34,0.012868018594623705,0.012785929112649235,0.9099999999999966,69.6332,0.00041951611976327513,0.00041942814747894936,-0.970799999999997,-0.2999260633206981,1.2099260633206947
94,2017-07-06,148.82,-0.010110416389517162,-0.010161873780207708,-2.5200000000000102,69.2251,-0.005860710121034285,-0.005877951480003855,-1.4081000000000046,-0.43584654492358693,-2.0841534550764234
95,2017-07-07,151.44,0.017605160596694026,0.017451984931952276,1.6200000000000045,69.5846,0.005193203043404734,0.005179764869179131,-0.640500000000003,-0.19726305149030116,1.8172630514903056
96,2017-07-10,153.5,0.013602746962493412,0.013511060126184346,1.0600000000000023,69.3029,-0.004048309539754496,-0.004056526127844658,-1.2817000000000007,-0.396559216145619,1.4565592161456213
97,2017-07-11,155.27,0.011530944625407233,0.011464969965826651,0.7700000000000102,69.1669,-0.0019623998418535978,-0.0019643278712125635,-1.1359999999999957,-0.3512731101096226,1.121273110109633
98,2017-07-12,158.9,0.02337863077220323,0.0231095365495919,2.6299999999999955,69.2931,0.0018245721580697877,0.001822909648228791,-0.8738000000000028,-0.26977676829330455,2.8997767682933
99,2017-07-13,159.26,0.0022655758338576792,0.002263013286628392,-0.6400000000000148,69.4972,0.0029454592159971348,0.0029411298502307654,-0.795899999999989,-0.2455640870290312,-0.39443591297098357
100,2017-07-14,159.97,0.004458118799447495,0.0044482108242055755,-0.28999999999999204,69.0309,-0.006709622833725731,-0.006732233549347708,-1.466300000000004,-0.4539361219400239,0.16393612194003188
101,2017-07-17,159.73,-0.0015002813027443214,-0.001501407851639095,-1.240000000000009,69.4486,0.006050913431521194,0.006032680169800011,-0.5823000000000036,-0.1791734744738641,-1.0608265255261449
102,2017-07-18,162.86,0.019595567520190472,0.019406046237120108,2.130000000000024,69.6526,0.0029374242245345152,0.002933118423911712,-0.7959999999999923,-0.24559516877648313,2.375595168776507
103,2017-07-19,164.14,0.007859511236644802,0.007828786162580223,0.2799999999999727,69.7594,0.0015333239534488687,0.0015321496125526067,-0.8932000000000073,-0.275806627298785,0.5558066272987577
104,2017-07-20,164.53,0.0023760204703302964,0.0023732021969931683,-0.6099999999999852,69.9634,0.002924337078587166,0.002920069522736118,-0.7960000000000065,-0.24559516877648757,-0.36440483122349765
105,2017-07-21,164.43,-0.0006077918920561255,-0.0006079766724239996,-1.0999999999999943,70.6629,0.009998084712864163,0.009948434527473257,-0.30049999999999955,-0.09158511015716174,-1.0084148898428327
106,2017-07-24,166.0,0.009548135984917553,0.00950284063040857,0.5699999999999932,70.5657,-0.0013755450172578062,-0.0013764919477683452,-1.0971999999999866,-0.33921339209866164,0.9092133920986548
107,2017-07-25,165.28,-0.004337349397590355,-0.004346782985214795,-1.7199999999999989,70.6629,0.0013774397476392444,0.001376491947768276,-0.9028000000000134,-0.2787904750540755,-1.4412095249459234
108,2017-07-26,165.61,0.00199661181026145,0.001994621230071239,-0.6699999999999875,72.3241,0.023508800233220092,0.02323672425832513,0.661200000000008,0.2073280550783675,-0.877328055078355
109,2017-07-27,170.44,0.029164905500875454,0.028747702030311517,3.829999999999984,72.2075,-0.0016121873621656594,-0.00161348833467329,-1.1166000000000054,-0.3452432511041465,4.17524325110413
110,2017-07-28,172.45,0.011793006336540665,0.011724010751138481,1.009999999999991,72.2463,0.0005373403039851685,0.000537195988379493,-0.961199999999991,-0.2969422155654076,1.3069422155653985
111,2017-07-31,169.25,-0.01855610321832409,-0.018730427590465514,-4.199999999999989,72.2463,0.0,0.0,-1.0,-0.30900193357636857,-3.89099806642362
112,2017-08-01,169.86,0.00360413589364853,0.003597656559478907,-0.38999999999998636,72.6446,0.005513085099167595,0.005497943670675801,-0.6017000000000081,-0.1852033334793446,-0.20479666652064177
113,2017-08-02,169.3,-0.0032968326857412116,-0.003302279212773617,-1.5600000000000023,72.5378,-0.001470171217130973,-0.001471252979215158,-1.1067999999999927,-0.3421972398539521,-1.2178027601460502
114,2017-08-03,168.59,-0.00419373892498528,-0.004202557311379897,-1.710000000000008,72.9458,0.005624653628866621,0.005608894330757474,-0.5919999999999987,-0.18218840397660213,-1.5278115960234058
115,2017-08-04,169.62,0.006109496411412309,0.006090909105844198,0.030000000000001137,72.9652,0.0002659508840809246,0.0002659155254135918,-0.9806000000000097,-0.30297207457089254,0.3329720745708937
116,2017-08-07,171.98,0.013913453602169468,0.013817550049196376,1.3599999999999852,72.8681,-0.001330771381425632,-0.0013316576440230133,-1.0970999999999975,-0.3391823103512141,1.6991823103511994
117,2017-08-08,171.23,-0.0043609722060704735,-0.004370508981870661,-1.75,73.1012,0.0031989306706227748,0.0031938249775129313,-0.7668999999999926,-0.23655038026826464,-1.5134496197317353
118,2017-08-09,171.18,-0.0002920049056823159,-0.0002920475474160007,-1.049999999999983,74.0727,0.01328979551635256,0.01320226087603272,-0.028500000000008185,-0.00704275709065375,-1.0429572429093292
119,2017-08-10,167.4,-0.0220820189274448,-0.022329476398088657,-4.780000000000001,73.7521,-0.004328180287744322,-0.004337573974892518,-1.3205999999999989,-0.4086500159040275,-4.371349984095974
120,2017-08-11,168.08,0.0040621266427718445,0.004053898481370062,-0.3199999999999932,73.3441,-0.0055320458671685455,-0.005547404301471841,-1.4080000000000013,-0.43581546317613495,0.11581546317614178
121,2017-08-14,170.75,0.015885292717753376,0.015760441914154315,1.6699999999999875,74.607,0.017218835598228104,0.01707227149842672,0.2629000000000019,0.08352945498133914,1.5864705450186483
122,2017-08-15,171.0,0.0014641288433382138,0.0014630580517603152,-0.75,74.8012,0.0026029729113889455,0.0025995910447339297,-0.805800000000005,-0.24864118002667757,-0.5013588199733224
123,2017-08-16,170.0,-0.005847953216374269,-0.005865119452398134,-2.0,74.9178,0.0015587985219489176,0.0015575848566090678,-0.8833999999999946,-0.27276061604859064,-1.7272393839514093
124,2017-08-17,166.91,-0.018176470588235315,-0.018343692059935707,-4.090000000000003,74.1018,-0.010891937563569706,-0.010951688984121877,-1.8160000000000025,-0.5626289927759014,-3.527371007224102
125,2017-08-18,167.41,0.0029956263854772035,0.0029911484373672235,-0.5,72.7709,-0.01796042741201968,-0.01812367348851162,-2.3308999999999997,-0.7226689104007032,0.22266891040070325
126,2017-08-21,167.78,0.002210142763275817,0.0022077039904552427,-0.6299999999999955,73.1401,0.005073456560246011,0.0050606299447367555,-0.6307999999999936,-0.1942481219875587,-0.43575187801243676
127,2017-08-22,169.64,0.011085945881511416,0.011024947188241277,0.8599999999999852,74.2572,0.015273427299114897,0.015157962717313081,0.11709999999999354,0.03821226719789074,0.8217877328020945
128,2017-08-23,168.71,-0.005482197594906734,-0.0054972799885063765,-1.9299999999999784,73.5286,-0.009811843161336545,-0.009860296499332068,-1.7286000000000001,-0.5354635455037939,-1.3945364544961845
129,2017-08-24,167.74,-0.005749510995198855,-0.00576610306161799,-1.9699999999999989,72.8001,-0.009907709381111525,-0.009957117351118941,-1.7284999999999968,-0.5354324637563419,-1.434567536243657
130,2017-08-25,166.32,-0.008465482294026563,-0.008501518006508052,-2.420000000000016,73.5869,0.010807677461981502,0.01074969193438009,-0.2132000000000005,-0.06445074463250622,-2.3555492553675097
131,2017-08-28,167.24,0.005531505531505628,0.005516262938606968,-0.07999999999998408,73.4704,-0.0015831622204495915,-0.0015844167460109084,-1.116500000000002,-0.3452121693566946,0.2652121693567105
132,2017-08-29,168.05,0.004843338914135388,0.0048316476827503846,-0.18999999999999773,73.0624,-0.005553256821794917,-0.005568733476278435,-1.4080000000000013,-0.43581546317613495,0.24581546317613723
133,2017-08-30,169.92,0.011127640583159631,0.011066183882459307,0.8699999999999761,72.9361,-0.001728659337771556,-0.0017301551934564149,-1.1263000000000005,-0.3482581806068845,1.2182581806068606
134,2017-08-31,171.97,0.012064500941619654,0.011992304942534107,1.0500000000000114,73.2275,0.003995278058465014,0.003987318129458895,-0.7085999999999899,-0.21842972150437567,1.2684297215043872
135,2017-09-01,172.02,0.0002907483863465219,0.00029070612722547403,-0.9499999999999886,73.2178,-0.00013246389676022487,-0.00013247267087706553,-1.0097000000000094,-0.31201686307911103,-0.6379831369208776
136,2017-09-05,170.72,-0.007557260783629876,-0.00758596156989026,-2.3000000000000114,72.2561,-0.013134784164506355,-0.013221808310934148,-1.9616999999999933,-0.6079150988118934,-1.6920849011881178
137,2017-09-06,172.09,0.008024835988753542,0.007992808223376445,0.37000000000000455,72.0715,-0.0025548016015257287,-0.0025580706762158736,-1.1846000000000032,-0.3663788393707735,0.736378839370778
138,2017-09-07,173.21,0.006508222441745625,0.006487135405369198,0.12000000000000455,71.6149,-0.006335375287041266,-0.006355528942795282,-1.4565999999999946,-0.4509211924372815,0.5709211924372861
139,2017-09-08,170.95,-0.013047745511229255,-0.013133615096878545,-3.2600000000000193,72.2269,0.008545707666979842,0.008509399811455182,-0.38800000000000523,-0.11878163917672116,-3.141218360823298
140,2017-09-11,173.51,0.014975138929511567,0.01486411852827015,1.5600000000000023,72.0521,-0.0024201509409929644,-0.0024230842399214363,-1.1748000000000047,-0.36333282812058354,1.9233328281205857
141,2017-09-12,172.96,-0.003169846118379246,-0.0031748807226821014,-1.549999999999983,72.8875,0.011594387949830845,0.011527688101399182,-0.16459999999999297,-0.04934501537135528,-1.5006549846286277
142,2017-09-13,173.05,0.0005203515263644971,0.000520216190455172,-0.9099999999999966,72.6058,-0.0038648602298062182,-0.003872348101382183,-1.2817000000000007,-0.396559216145619,-0.5134407838543775
143,2017-09-14,170.96,-0.012077434267552749,-0.012150959070461048,-3.0900000000000034,72.9377,0.004571260147261025,0.004560843669816237,-0.6680999999999955,-0.20584161378675359,-2.88415838621325
144,2017-09-15,171.64,0.003977538605521633,0.003969649112431652,-0.3200000000000216,72.9866,0.0006704351796120396,0.0006702105383463721,-0.9511000000000109,-0.29380295907287063,-0.026197040927150972
